ms,x,y,theta1,theta2
350169,221.821990,209.975330,-49.000000,-59.000000
350172,220.613920,206.257320,-48.000000,-60.000000
350177,218.203580,206.401600,-48.000000,-62.000000
350181,217.519010,204.570630,-47.000000,-63.000000
350185,215.726780,206.526520,-46.000000,-65.000000
350189,213.184230,206.632140,-46.000000,-67.000000
350193,211.324810,208.524280,-45.000000,-68.000000
350198,209.797320,204.925740,-45.000000,-70.000000
350202,208.986690,203.146970,-44.000000,-70.000000
350205,207.094540,205.006380,-44.000000,-71.000000
350210,204.328670,205.068210,-44.000000,-73.000000
350214,204.328670,205.068210,-42.000000,-74.000000
350218,202.372770,206.860440,-41.000000,-76.000000
350222,199.513700,206.868930,-41.000000,-77.000000
350227,197.678380,203.417160,-41.000000,-79.000000
350231,195.661120,205.140060,-40.000000,-79.000000
350234,194.698550,203.438750,-39.000000,-81.000000
350239,193.706450,201.754490,-39.000000,-82.000000
350243,189.587800,200.126620,-39.000000,-84.000000
350248,187.511640,201.778050,-38.000000,-86.000000
350251,184.328080,201.762970,-37.000000,-88.000000
350255,182.085780,198.560640,-37.000000,-90.000000
350260,180.923050,196.989290,-36.000000,-91.000000
350264,177.600560,197.016510,-35.000000,-92.000000
350268,175.440830,198.557040,-35.000000,-95.000000
350272,171.711090,194.032490,-35.000000,-96.000000
350277,169.524780,195.535080,-34.000000,-98.000000
350281,167.312590,196.999280,-33.000000,-99.000000
350284,165.075200,198.424710,-32.000000,-100.000000
350289,163.779940,196.960690,-32.000000,-101.000000
350293,158.851840,195.487670,-31.000000,-103.000000
350298,158.851840,195.487670,-30.000000,-104.000000
350301,155.195950,195.439910,-30.000000,-105.000000
350305,152.887020,196.746250,-29.000000,-106.000000
350310,153.801760,194.069820,-29.000000,-108.000000
350314,150.074870,194.030580,-28.000000,-109.000000
350319,149.161410,196.641940,-27.000000,-110.000000
350322,145.390370,196.521360,-27.000000,-111.000000
350327,143.016240,197.705080,-26.000000,-112.000000
350331,141.575040,196.384460,-25.000000,-113.000000
350335,139.180600,197.526580,-25.000000,-114.000000
350339,137.716580,196.231320,-24.000000,-115.000000
350343,132.869740,198.389280,-23.000000,-116.000000
350348,133.816190,196.061920,-23.000000,-117.000000
350352,131.383350,197.119780,-23.000000,-118.000000
350356,128.932420,198.134980,-22.000000,-118.000000
350360,128.932420,198.134980,-21.000000,-119.000000
350364,126.464130,199.107240,-21.000000,-119.000000
350369,127.950530,200.376770,-20.000000,-120.000000
